open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2026-03-19 00:00:00+00:00,2201.96,2208.15,2189.41,2192.11,128020.583,2026-03-19 00:59:59.999000+00:00,281275927.37071,,,,0
2026-03-19 01:00:00+00:00,2192.1,2200.89,2186.12,2195.69,96256.622,2026-03-19 01:59:59.999000+00:00,211162477.55597,,,,0
2026-03-19 02:00:00+00:00,2195.7,2203.87,2187.58,2195.59,87466.988,2026-03-19 02:59:59.999000+00:00,192231862.4079,,,,0
2026-03-19 03:00:00+00:00,2195.6,2232.64,2195.6,2210.87,361734.706,2026-03-19 03:59:59.999000+00:00,802130507.33176,,,,0
2026-03-19 04:00:00+00:00,2210.86,2212.0,2188.59,2192.49,172452.755,2026-03-19 04:59:59.999000+00:00,379018700.46491,,,,0
2026-03-19 05:00:00+00:00,2192.49,2197.56,2185.3,2188.01,100216.414,2026-03-19 05:59:59.999000+00:00,219505032.41454,,,,0
2026-03-19 06:00:00+00:00,2188.01,2194.8,2176.61,2179.73,202254.388,2026-03-19 06:59:59.999000+00:00,441649047.08893,,,,0
2026-03-19 07:00:00+00:00,2179.72,2181.51,2141.79,2165.27,655742.152,2026-03-19 07:59:59.999000+00:00,1417402529.43142,,,,0
2026-03-19 08:00:00+00:00,2165.27,2169.96,2156.84,2159.64,182592.05,2026-03-19 08:59:59.999000+00:00,394762500.31826,,,,0
2026-03-19 09:00:00+00:00,2159.63,2189.8,2159.43,2188.22,304665.209,2026-03-19 09:59:59.999000+00:00,663628340.46025,,,,0
2026-03-19 10:00:00+00:00,2188.22,2191.99,2171.28,2171.72,142188.541,2026-03-19 10:59:59.999000+00:00,310054969.1312,,,,0
2026-03-19 11:00:00+00:00,2171.73,2176.67,2164.55,2166.0,139041.585,2026-03-19 11:59:59.999000+00:00,301666682.40496,,,,0
2026-03-19 12:00:00+00:00,2165.99,2166.58,2128.45,2131.34,482819.319,2026-03-19 12:59:59.999000+00:00,1036396483.64883,,,,0
2026-03-19 13:00:00+00:00,2131.35,2142.47,2106.9,2136.67,756038.785,2026-03-19 13:59:59.999000+00:00,1607714361.77161,,,,0
2026-03-19 14:00:00+00:00,2136.68,2146.5,2101.0,2120.6,524967.847,2026-03-19 14:59:59.999000+00:00,1112368946.26152,,,,0
2026-03-19 15:00:00+00:00,2120.6,2135.89,2098.02,2117.62,449763.997,2026-03-19 15:59:59.999000+00:00,951875088.83968,,,,0
2026-03-19 16:00:00+00:00,2117.63,2121.7,2105.28,2113.95,329547.826,2026-03-19 16:59:59.999000+00:00,696095511.83309,,,,0
2026-03-19 17:00:00+00:00,2113.96,2130.98,2103.43,2126.09,231286.325,2026-03-19 17:59:59.999000+00:00,490045825.29796,,,,0
2026-03-19 18:00:00+00:00,2126.09,2128.55,2113.01,2123.98,100790.734,2026-03-19 18:59:59.999000+00:00,213702412.91722,,,,0
2026-03-19 19:00:00+00:00,2123.98,2155.9,2123.67,2139.99,376687.132,2026-03-19 19:59:59.999000+00:00,807274718.02451,,,,0
2026-03-19 20:00:00+00:00,2139.99,2151.75,2138.18,2145.03,102671.384,2026-03-19 20:59:59.999000+00:00,220124564.60289,,,,0
2026-03-19 21:00:00+00:00,2145.03,2154.43,2143.34,2148.68,91777.743,2026-03-19 21:59:59.999000+00:00,197193173.31657,,,,0
2026-03-19 22:00:00+00:00,2148.68,2151.27,2131.13,2139.05,119076.124,2026-03-19 22:59:59.999000+00:00,254945123.10396,,,,0
2026-03-19 23:00:00+00:00,2139.05,2146.36,2129.37,2136.56,94649.699,2026-03-19 23:59:59.999000+00:00,202355471.1325,,,,0
2026-03-20 00:00:00+00:00,2136.56,2148.0,2133.35,2144.5,92451.144,2026-03-20 00:59:59.999000+00:00,198098970.76506,,,,0
2026-03-20 01:00:00+00:00,2144.51,2159.67,2143.63,2149.76,133021.299,2026-03-20 01:59:59.999000+00:00,286344392.15256,,,,0
